date,close_price,open_price,market_cap,total_volume
2015-08-07 00:00:00 UTC,2.83,2,0,90622
2015-08-08 00:00:00 UTC,1.33,2.83,80339475,368070
2015-08-10 00:00:00 UTC,0.687585709,1.33,41556309.21,400464.0745435489
2015-08-11 00:00:00 UTC,1.067378879,0.687585709,64539006.306272194,1518998.2053373822
2015-08-12 00:00:00 UTC,1.256613175,1.067378879,76013261.05415402,2073893.3450314845
2015-08-13 00:00:00 UTC,1.825395446,1.256613175,110468836.22388984,4380142.704000345
2015-08-14 00:00:00 UTC,1.825974891,1.825395446,110555313.26025319,4355618.378552116
2015-08-15 00:00:00 UTC,1.67,1.825974891,101215246.3781064,2519633.2708181436
2015-08-16 00:00:00 UTC,1.476607254,1.67,89480939.24025029,3032657.656405736
2015-08-17 00:00:00 UTC,1.20,1.476607254,87313387.94547918,1880092.2147175823
2015-08-18 00:00:00 UTC,1.281393052,1.20,92957858.06,1696013.472335737
2015-08-19 00:00:00 UTC,1.252738652,1.281393052,90920695.86547753,1537200.8409894055
2015-08-20 00:00:00 UTC,1.484195074,1.252738652,107749185.84108424,2967730.5022106003
2015-08-21 00:00:00 UTC,1.41,1.484195074,102131022.8278611,1742881.8081502889
2015-08-22 00:00:00 UTC,1.380721536,1.41,100308763.78229792,914588.6539745613
2015-08-23 00:00:00 UTC,1.3551821,1.380721536,98488001.44464436,1610695.8727506467
2015-08-24 00:00:00 UTC,1.25,1.3551821,90625948.31797116,696476.5553267623
2015-08-25 00:00:00 UTC,1.160828328,1.25,84423109.08066371,1053169.3862050485
2015-08-26 00:00:00 UTC,1.119639156,1.160828328,81454879.46968535,1151700.041593045
2015-08-27 00:00:00 UTC,1.133690694,1.119639156,82504022.82,681460.2394411361
2015-08-28 00:00:00 UTC,1.188895699,1.133690694,86549490.63266213,715178.7899308845
2015-08-29 00:00:00 UTC,1.174343905,1.188895699,85515599.87435573,607200.89
2015-08-30 00:00:00 UTC,1.32235088,1.174343905,96321049.69,1045589.321256734
2015-08-31 00:00:00 UTC,1.353368417,1.32235088,98608290.53954794,1197102.0492865555
2015-09-01 00:00:00 UTC,1.350786689,1.353368417,98446826.49425755,610368.2430900692
2015-09-02 00:00:00 UTC,1.278810765,1.350786689,93224371.25915022,629746.12
2015-09-03 00:00:00 UTC,1.26277072,1.278810765,92075482.63297981,583923.7452450913
2015-09-04 00:00:00 UTC,1.2695201,1.26277072,92596631.55333723,333502.66115673864
2015-09-05 00:00:00 UTC,1.334976229,1.2695201,97402782.61913483,350815.4668948872
2015-09-06 00:00:00 UTC,1.30,1.334976229,94801706.70501994,317470.0943419727
2015-09-07 00:00:00 UTC,1.25622344,1.30,91718481.31789045,487005.2028033498
2015-09-08 00:00:00 UTC,1.236033261,1.25622344,90274690.39947063,419148.8018252036
2015-09-09 00:00:00 UTC,1.206529945,1.236033261,88150718.66876175,367774.3318949896
2015-09-10 00:00:00 UTC,1.167234841,1.206529945,85308945.82,639527.9174929534
2015-09-11 00:00:00 UTC,0.976509093,1.167234841,71394234.94958797,1901710.694902119
2015-09-12 00:00:00 UTC,1.038203585,0.976509093,75931677.01254052,800623.2998453851
2015-09-13 00:00:00 UTC,0.93865215,1.038203585,68673818.80135794,658895.1959938455
2015-09-14 00:00:00 UTC,0.87,0.93865215,63965969.21105757,739213.7259180878
2015-09-15 00:00:00 UTC,0.941823186,0.87,68951445.23,725816.47
2015-09-16 00:00:00 UTC,0.90321992,0.941823186,66147947.57992838,629370.0849072988
2015-09-17 00:00:00 UTC,0.883078729,0.90321992,64693831.07862287,910704.9512256783
2015-09-18 00:00:00 UTC,0.846070919,0.883078729,62003275.12077277,478606.3969218407
2015-09-19 00:00:00 UTC,0.8821038,0.846070919,64666306.22983543,387803.6167124918
2015-09-20 00:00:00 UTC,0.936327761,0.8821038,68666556.12460059,514836.10862474947
2015-09-21 00:00:00 UTC,0.901092879,0.936327761,66105164.81214318,429253.50431215833
2015-09-22 00:00:00 UTC,0.897142265,0.901092879,65835322.779180124,485738.9553869821
2015-09-23 00:00:00 UTC,0.894047522,0.897142265,65633959.754653834,204065.40590088838
2015-09-24 00:00:00 UTC,0.816037308,0.894047522,59927327.71396765,818263.07
2015-09-25 00:00:00 UTC,0.7405193,0.816037308,54400658.247102216,901151.6190115963
2015-09-26 00:00:00 UTC,0.777801499,0.7405193,57158415.438244216,379124.1859007531
2015-09-27 00:00:00 UTC,0.721358423,0.777801499,53028193.82255717,408380.6390382605
2015-09-28 00:00:00 UTC,0.583057005,0.721358423,42874816.973063745,1214056.2117823916
2015-09-29 00:00:00 UTC,0.66,0.583057005,48389042.902712226,936630.3296074625
2015-09-30 00:00:00 UTC,0.734763054,0.66,54065419.507539704,640217.6226458604
2015-10-01 00:00:00 UTC,0.68581219,0.734763054,50481342.528862044,588839.7815035215
2015-10-02 00:00:00 UTC,0.676221734,0.68581219,49792779.28891763,220969.48495190177
2015-10-03 00:00:00 UTC,0.687475758,0.676221734,50638684.01549935,163820.85347975112
2015-10-04 00:00:00 UTC,0.667546858,0.687475758,49187272.35,104370.45073472841
2015-10-05 00:00:00 UTC,0.628255074,0.667546858,46307572.65224096,221647.20706785333
2015-10-06 00:00:00 UTC,0.65,0.628255074,47605896.39364778,268523.03787593375
2015-10-07 00:00:00 UTC,0.610012697,0.65,44984157.19104538,216715.50684861522
2015-10-08 00:00:00 UTC,0.623483302,0.610012697,45977519.79859987,310876.1441075317
2015-10-09 00:00:00 UTC,0.65,0.623483302,47989631.25,379233.1220398259
2015-10-10 00:00:00 UTC,0.629794942,0.65,46490996.55001768,145554.93808006204
2015-10-11 00:00:00 UTC,0.637043981,0.629794942,47026115.24213034,87074.79961764446
2015-10-12 00:00:00 UTC,0.63,0.637043981,46416611.842303865,108895.52921643597
2015-10-13 00:00:00 UTC,0.602627272,0.63,44485499.29942276,297117.07710031554
2015-10-14 00:00:00 UTC,0.52,0.602627272,38272635.02078042,944847.8047126097
2015-10-15 00:00:00 UTC,0.561499004,0.52,41527413.54435173,376563.0715091993
2015-10-16 00:00:00 UTC,0.53314802,0.561499004,39443831.31743269,247071.24723507115
2015-10-17 00:00:00 UTC,0.549028309,0.53314802,40632190.61699083,317377.7617794195
2015-10-18 00:00:00 UTC,0.518444547,0.549028309,38382124.41691709,133661.67045159836
2015-10-19 00:00:00 UTC,0.487067298,0.518444547,36070935.31062339,240250.37656809334
2015-10-20 00:00:00 UTC,0.432978599,0.487067298,32076052.631905656,352361.0618641571
2015-10-21 00:00:00 UTC,0.439768974,0.432978599,32590298.008333907,599041.0131522977
2015-10-22 00:00:00 UTC,0.565461507,0.439768974,41918540.78268511,979304.0724230009
2015-10-23 00:00:00 UTC,0.54,0.565461507,40100107.01,866798.4888542511
2015-10-24 00:00:00 UTC,0.568573769,0.54,42179070.75754259,259157.66241063716
2015-10-25 00:00:00 UTC,0.631938809,0.568573769,46895926.257060364,476617.74
2015-10-26 00:00:00 UTC,0.74395791,0.631938809,55226993.78944921,1174026.819064362
2015-10-27 00:00:00 UTC,0.85445525,0.74395791,63451496.574236006,1887568.9059290001
2015-10-28 00:00:00 UTC,1.010409721,0.85445525,75057962.81264551,2447633.7976275166
2015-10-29 00:00:00 UTC,1.163748636,1.010409721,86478981.55,2236842.210445422
2015-10-30 00:00:00 UTC,1.041849055,1.163748636,77447839.42741764,2384549.998119618
2015-10-31 00:00:00 UTC,0.907091628,1.041849055,67453442.47710526,652271.5873221146
2015-11-01 00:00:00 UTC,1.058541941,0.907091628,78742733.24541084,603996.1990296076
2015-11-02 00:00:00 UTC,0.95504586,1.058541941,71066352.05814125,970665.6783058537
2015-11-03 00:00:00 UTC,1.002344803,0.95504586,74613449.56251672,1878273.0109212757
2015-11-04 00:00:00 UTC,0.901808661,1.002344803,67152505.55125615,3218064.880847628
2015-11-05 00:00:00 UTC,0.91,0.901808661,67532501.09696001,1202885.3800460405
2015-11-06 00:00:00 UTC,0.909442199,0.91,67767390.10082617,913629.1696859167
